Date,Open,High,Low,Close,Adj.close,Volume
05 Nov 2018,62.99,64.14,62.52,63.1,63.1,609129
02 Nov 2018,63.5,63.95,62.63,63.14,63.14,708906
01 Nov 2018,64.88,65.39,63.11,63.69,63.69,790286
31 Oct 2018,66.32,67,64.81,65.31,65.31,666487
30 Oct 2018,66.68,67.26,65.33,66.18,66.18,680441
29 Oct 2018,67.55,67.95,66.29,67.04,67.04,477487
26 Oct 2018,66.95,67.88,66.2,67.59,67.59,595211
25 Oct 2018,66.36,67.65,65.99,67.33,67.33,573096
24 Oct 2018,66.17,67.72,66.05,66.82,66.82,775963
23 Oct 2018,69.55,69.66,65.74,66.43,66.43,853265
22 Oct 2018,69.41,69.65,68.27,69.17,69.17,513770
19 Oct 2018,68.68,69.77,68.56,69.12,69.12,108311
18 Oct 2018,70.03,70.03,68.47,68.65,68.65,215337
17 Oct 2018,72.17,72.43,69.43,69.75,69.75,651584
16 Oct 2018,71.72,72.29,71.02,71.92,71.92,535003
15 Oct 2018,71.85,72.7,70.85,71.78,71.78,568610
12 Oct 2018,70.99,72.01,70.64,71.34,71.34,626668
11 Oct 2018,72.68,72.76,70.51,70.97,70.97,783962
10 Oct 2018,74.66,75.08,72.38,73.17,73.17,652737
09 Oct 2018,74.21,75.28,74,74.96,74.96,623537
08 Oct 2018,74.4,74.58,73.07,74.29,74.29,554938
05 Oct 2018,74.67,75.22,73.84,74.34,74.34,613218
04 Oct 2018,76.18,76.47,73.88,74.33,74.33,687949
03 Oct 2018,75.12,76.9,74.3,76.41,76.41,698817
02 Oct 2018,75.42,75.91,74.93,75.23,75.23,463615
01 Oct 2018,73.29,75.77,72.95,75.3,75.3,601451
28 Sept 2018,72.18,73.73,71.88,73.25,73.25,544047
27 Sept 2018,72.01,72.6,71.71,72.12,72.12,454549
26 Sept 2018,72.09,72.38,71.47,71.57,71.57,464463
25 Sept 2018,72.25,72.78,71.89,72.28,72.28,551280
24 Sept 2018,71.14,72.74,71.14,72.08,72.08,576894
21 Sept 2018,70.2,71.8,69.98,70.78,70.78,855943
20 Sept 2018,71.39,71.81,70.73,70.8,70.8,607520
19 Sept 2018,69.71,71.5,69.65,71.12,71.12,125208
18 Sept 2018,68.8,70.42,68.53,69.85,69.85,234202
17 Sept 2018,68.93,69.72,68.53,68.91,68.91,422294
14 Sept 2018,68.79,69.91,67.94,68.99,68.99,611075
13 Sept 2018,70.24,70.28,68.35,68.59,68.59,684937
12 Sept 2018,69.89,71.26,69.5,70.37,70.37,800543
11 Sept 2018,67.53,70.01,67.48,69.25,69.25,676869
10 Sept 2018,67.82,68.52,67.33,67.54,67.54,571174
07 Sept 2018,67.88,68.08,66.86,67.75,67.75,530895
06 Sept 2018,68.64,69.02,67,67.77,67.77,633824
05 Sept 2018,69.43,69.59,68.56,68.72,68.72,542104
04 Sept 2018,70.12,71.4,69.08,69.87,69.87,785981
31 Aug 2018,70.06,70.36,69.64,69.8,69.8,419739
30 Aug 2018,69.71,70.5,69.55,70.25,70.25,445584
29 Aug 2018,68.54,69.76,68.37,69.51,69.51,497095
28 Aug 2018,68.93,69.2,68.21,68.53,68.53,426833
27 Aug 2018,68.57,68.97,68.34,68.87,68.87,332612
24 Aug 2018,67.9,69.31,67.78,68.72,68.72,517796
23 Aug 2018,68.07,68.12,67.32,67.83,67.83,450690
22 Aug 2018,66.08,68.15,65.98,67.86,67.86,581899
21 Aug 2018,66.62,68.1,66.52,67.35,67.35,437164
20 Aug 2018,65.91,66.68,65.59,66.43,66.43,112709
17 Aug 2018,65.47,66.39,65.3,65.91,65.91,171403
16 Aug 2018,64.95,65.52,64.43,65.46,65.46,383380
15 Aug 2018,66.62,66.9,64.51,65.01,65.01,573473
14 Aug 2018,67.42,68.37,66.58,67.04,67.04,538484
13 Aug 2018,67.78,67.95,65.71,67.2,67.2,578219
10 Aug 2018,66.74,67.87,66.14,67.63,67.63,524490
09 Aug 2018,66.79,67.41,66.49,66.81,66.81,509401
08 Aug 2018,69.09,69.37,66.32,66.94,66.94,760313
07 Aug 2018,68.9,69.83,68.81,69.17,69.17,485027
06 Aug 2018,68.65,69.92,68.5,69.01,69.01,495605
03 Aug 2018,68.99,69.24,67.87,68.49,68.49,476615
02 Aug 2018,67.86,69.36,66.92,68.96,68.96,531071
01 Aug 2018,68.43,68.52,67.31,67.66,67.66,576561
31 Jul 2018,70.05,70.22,67.98,68.76,68.76,519070
30 Jul 2018,69.01,70.43,68.8,70.13,70.13,463011
27 Jul 2018,69.58,69.77,68.26,68.69,68.69,460450
26 Jul 2018,69.38,69.92,68.92,69.61,69.61,489059
25 Jul 2018,68.77,69.7,68.2,69.3,69.3,622913
24 Jul 2018,67.8,69.05,67.56,68.52,68.52,524591
23 Jul 2018,68.17,69.31,67.6,67.89,67.89,555915
20 Jul 2018,69.39,71.1,69.37,70.46,70.46,500967
19 Jul 2018,69,70.17,67.8,69.46,69.46,103220
18 Jul 2018,67.61,69.06,67.04,68.76,68.76,187313
17 Jul 2018,68.03,68.44,67.03,68.08,68.08,440727
16 Jul 2018,70.52,70.87,67.58,68.06,68.06,530480
13 Jul 2018,70.38,71.66,69.84,71.01,71.01,530277
12 Jul 2018,70.6,71.24,69.23,70.33,70.33,707887
11 Jul 2018,74.2,74.26,70.02,70.38,70.38,861726
10 Jul 2018,74.04,74.7,73.65,74.11,74.11,586829
09 Jul 2018,73.87,74.28,72.99,73.85,73.85,533003
06 Jul 2018,73.16,74.01,72.14,73.8,73.8,611419
05 Jul 2018,74.35,74.8,72.53,72.94,72.94,841632
03 Jul 2018,74.08,75.27,72.73,74.14,74.14,667235
02 Jul 2018,73.62,74.35,72.51,73.94,73.94,652167
29 Jun 2018,73.33,74.46,72.93,74.15,74.15,602399
28 Jun 2018,72.27,74.03,72.2,73.45,73.45,717347
27 Jun 2018,70.68,73.06,70.56,72.76,72.76,775155
26 Jun 2018,68.21,70.91,67.72,70.53,70.53,848537
25 Jun 2018,68.75,69.44,67.78,68.08,68.08,816207
22 Jun 2018,65.93,69.38,65.71,68.58,68.58,1136232
21 Jun 2018,65.34,66.22,64.34,65.54,65.54,760719
20 Jun 2018,65.11,66.53,65.01,66.22,66.22,801625
19 Jun 2018,65.82,65.9,64.39,65.07,65.07,122646
18 Jun 2018,64.4,65.98,63.59,65.85,65.85,218933
15 Jun 2018,66.62,67.16,64.29,65.06,65.06,512591
14 Jun 2018,66.62,67.16,66.36,66.89,66.89,460168
13 Jun 2018,66.01,66.89,65.52,66.64,66.64,626398
12 Jun 2018,66.05,66.7,65.87,66.36,66.36,524411
11 Jun 2018,65.56,66.35,64.85,66.1,66.1,558281
08 Jun 2018,65.98,66.24,65.15,65.74,65.74,571224
07 Jun 2018,65.07,66.07,64.81,65.95,65.95,675041
06 Jun 2018,65.51,65.96,64.27,64.73,64.73,708829
05 Jun 2018,64.94,65.57,64.22,65.52,65.52,714674
04 Jun 2018,65.71,66.04,64.57,64.75,64.75,696050
01 Jun 2018,67.07,67.34,65.51,65.81,65.81,781103
31 May 2018,68.24,68.3,66.56,67.04,67.04,917563
30 May 2018,66.85,68.67,66.35,68.21,68.21,726886
29 May 2018,66.49,67.35,65.92,66.73,66.73,1059750
25 May 2018,70.65,70.8,67.42,67.88,67.88,955354
24 May 2018,71.83,72,70.52,70.71,70.71,640725
23 May 2018,72.11,72.26,71.19,71.84,71.84,702791
22 May 2018,72.53,72.83,71.9,72.13,72.13,723458
21 May 2018,71.47,72.59,71.25,72.24,72.24,119892
18 May 2018,71.6,71.75,70.99,71.28,71.28,211785
17 May 2018,71.56,72.3,71.09,71.49,71.49,562639
16 May 2018,71.02,71.59,70.66,71.49,71.49,574279
15 May 2018,71.15,71.92,70.42,71.31,71.31,815289
14 May 2018,70.54,71.26,70.26,70.96,70.96,592826
11 May 2018,71.45,71.63,70.45,70.7,70.7,634145
10 May 2018,71.23,71.89,70.56,71.36,71.36,749808
09 May 2018,70.05,71.36,69.85,71.14,71.14,863386
08 May 2018,70.03,70.4,67.63,69.06,69.06,1253566
07 May 2018,69.85,70.84,69.51,70.73,70.73,758916
04 May 2018,68.5,69.97,68.12,69.72,69.72,690876
03 May 2018,67.68,68.6,67.21,68.43,68.43,691219
02 May 2018,67.49,68.14,66.92,67.93,67.93,789367
01 May 2018,68.56,68.9,66.85,67.25,67.25,694771
30 Apr 2018,68.15,69.34,67.17,68.57,68.57,755186
27 Apr 2018,68.21,68.36,67.64,68.1,68.1,542549
26 Apr 2018,68.03,68.78,67.71,68.19,68.19,660549
25 Apr 2018,67.75,68.18,67.11,68.05,68.05,764049
24 Apr 2018,68.95,69.38,67.54,67.7,67.7,832296
23 Apr 2018,68.22,69.03,67.14,68.64,68.64,740941
20 Apr 2018,68.26,68.62,67.5,68.38,68.38,724906
19 Apr 2018,68.75,69.56,67.98,68.29,68.29,125993
18 Apr 2018,66.68,68.91,66.56,68.47,68.47,221664
17 Apr 2018,66.42,66.75,65.56,66.52,66.52,486076
16 Apr 2018,67.24,67.74,66.13,66.22,66.22,560076
13 Apr 2018,67.18,67.76,66.7,67.39,67.39,624203
12 Apr 2018,66.75,67.33,66,67.07,67.07,687468
11 Apr 2018,65.59,67.45,65.15,66.82,66.82,963017
10 Apr 2018,63.3,65.86,63.2,65.51,65.51,840280
09 Apr 2018,62,63.61,61.93,63.42,63.42,655831
06 Apr 2018,63.7,63.79,61.81,62.06,62.06,753262
05 Apr 2018,63.6,64.12,63.07,63.54,63.54,588597
04 Apr 2018,63.59,63.64,62.06,63.37,63.37,760596
03 Apr 2018,62.89,63.86,62.86,63.51,63.51,527289
02 Apr 2018,64.91,65.42,62.8,63.01,63.01,582742
29 Mar 2018,64.69,65.26,64.16,64.94,64.94,562819
28 Mar 2018,64.7,65.13,63.72,64.38,64.38,697678
27 Mar 2018,65.53,66.41,64.53,65.25,65.25,670811
26 Mar 2018,65.9,66.55,65.08,65.55,65.55,585899
23 Mar 2018,64.28,66,64.11,65.88,65.88,752994
22 Mar 2018,65.5,65.74,64.14,64.3,64.3,689172
21 Mar 2018,63.72,65.55,63.58,65.17,65.17,763768
20 Mar 2018,62.1,63.81,62.08,63.4,63.4,717709
19 Mar 2018,62.23,62.35,61.36,62.06,62.06,115962
16 Mar 2018,61.19,62.54,61.08,62.34,62.34,202493
15 Mar 2018,60.95,61.54,60.82,61.19,61.19,430201
14 Mar 2018,60.87,61.33,60.11,60.96,60.96,665017
13 Mar 2018,61.37,61.97,60.27,60.71,60.71,747738
12 Mar 2018,62.1,62.33,60.67,61.36,61.36,537990
09 Mar 2018,60.27,62.18,60.14,62.04,62.04,659722
08 Mar 2018,61.33,61.4,59.95,60.12,60.12,720510
07 Mar 2018,62.3,62.58,60.58,61.15,61.15,879119
06 Mar 2018,62.58,63.28,62.17,62.6,62.6,634953
05 Mar 2018,61.55,62.79,61.1,62.57,62.57,599266
02 Mar 2018,61.34,61.6,60.13,61.25,61.25,613514
01 Mar 2018,61.55,61.83,60.18,60.99,60.99,812505
28 Feb 2018,62.79,63.44,61.36,61.64,61.64,768409
27 Feb 2018,64.06,64.08,62.64,63.01,63.01,562670
26 Feb 2018,63.6,64.24,63.06,63.91,63.91,469853
23 Feb 2018,62.6,63.73,62.33,63.55,63.55,460597
22 Feb 2018,61.34,63.09,60.75,62.77,62.77,592603
21 Feb 2018,61.63,61.86,60.92,61.68,61.68,466924
20 Feb 2018,61.63,62.74,61.58,61.9,61.9,794481
16 Feb 2018,61.45,61.99,60.88,61.68,61.68,181179
15 Feb 2018,60.71,61.64,59.72,61.34,61.34,340401
14 Feb 2018,58.98,60.9,58.2,60.6,60.6,650324
13 Feb 2018,59.35,59.73,58.39,59.19,59.19,580600
12 Feb 2018,59.12,60.83,59.1,59.29,59.29,736917
09 Feb 2018,60.43,60.77,58.07,59.2,59.2,933307
08 Feb 2018,61.7,62.09,60.27,61.15,61.15,929578
07 Feb 2018,63.92,64.18,61.25,61.79,61.79,1029408
06 Feb 2018,63.43,64.29,63.12,63.39,63.39,797814
05 Feb 2018,65.1,65.4,63.42,64.15,64.15,891063
02 Feb 2018,65.99,66.3,64.47,65.45,65.45,857572
01 Feb 2018,64.76,66.25,64.63,65.8,65.8,685750
31 Jan 2018,64.03,64.94,63.67,64.73,64.73,613258
30 Jan 2018,65.53,65.56,63.89,64.5,64.5,688380
29 Jan 2018,66.18,66.46,64.98,65.56,65.56,656168
26 Jan 2018,65.25,66.35,64.91,66.14,66.14,678186
25 Jan 2018,65.88,66.66,65.08,65.51,65.51,771758
24 Jan 2018,64.42,66.05,64.34,65.61,65.61,887018
23 Jan 2018,63.88,64.88,63.7,64.47,64.47,662456
22 Jan 2018,63.61,64.14,63.17,63.49,63.49,625662
19 Jan 2018,63.74,63.77,62.85,63.37,63.37,142711
18 Jan 2018,64.07,64.35,63.47,63.95,63.95,204504
17 Jan 2018,63.89,64.17,63.31,63.97,63.97,444384
16 Jan 2018,64.43,64.89,63.39,63.73,63.73,867771
12 Jan 2018,63.57,64.5,63.06,64.3,64.3,678727
11 Jan 2018,63.5,64.77,63.43,63.8,63.8,876642
10 Jan 2018,63.41,63.67,63.09,63.57,63.57,697844
09 Jan 2018,61.92,63.48,61.8,62.96,62.96,844720
08 Jan 2018,61.61,61.97,61.34,61.73,61.73,616474
05 Jan 2018,61.9,62.04,61.09,61.44,61.44,563036
04 Jan 2018,61.96,62.21,61.59,62.01,62.01,654363
03 Jan 2018,60.39,61.97,60.28,61.63,61.63,673859
02 Jan 2018,60.2,60.74,60.1,60.37,60.37,510313
29 Dec 2017,59.91,60.51,59.82,60.42,60.42,464478
28 Dec 2017,59.53,59.94,59.44,59.84,59.84,345962
27 Dec 2017,59.79,59.93,59.33,59.64,59.64,402396
26 Dec 2017,58.4,60.01,58.32,59.97,59.97,437785
22 Dec 2017,58.21,58.5,57.87,58.47,58.47,324554
21 Dec 2017,58.02,58.38,57.63,58.36,58.36,405320
20 Dec 2017,57.66,58.12,57.44,58.09,58.09,420844
19 Dec 2017,57.3,57.64,57.16,57.46,57.46,420784
18 Dec 2017,57.37,57.78,56.82,57.16,57.16,137151
15 Dec 2017,57.15,57.49,56.94,57.3,57.3,210054
14 Dec 2017,56.7,57.22,56.09,57.04,57.04,580571
13 Dec 2017,57.45,57.83,56.55,56.6,56.6,658143
12 Dec 2017,58.02,58.56,56.85,57.14,57.14,826488
11 Dec 2017,57.25,58.08,56.91,57.99,57.99,606724
08 Dec 2017,56.65,57.79,56.54,57.36,57.36,681599
07 Dec 2017,56,56.78,55.82,56.69,56.69,557325
06 Dec 2017,57.45,57.57,55.87,55.96,55.96,678992
05 Dec 2017,57.48,57.92,57.08,57.62,57.62,499245
04 Dec 2017,58.32,58.34,57.35,57.47,57.47,529965
01 Dec 2017,57.42,58.88,57.29,58.36,58.36,685215
30 Nov 2017,57.41,57.98,56.82,57.4,57.4,735128
29 Nov 2017,57.73,58.3,56.75,57.3,57.3,741564
28 Nov 2017,57.86,58.11,57.42,57.99,57.99,546526
27 Nov 2017,58.95,58.99,57.55,58.11,58.11,690078
24 Nov 2017,58.05,59.05,57.75,58.95,58.95,577826
22 Nov 2017,57.12,58.15,57.03,58.02,58.02,837411
21 Nov 2017,56.38,57.22,56.32,56.83,56.83,619066
20 Nov 2017,56.69,56.76,55.57,56.09,56.09,593241
17 Nov 2017,55.25,56.68,55.18,56.55,56.55,184944
16 Nov 2017,55.3,55.62,54.93,55.14,55.14,213923
15 Nov 2017,55.06,55.56,54.88,55.33,55.33,501385
14 Nov 2017,56.72,56.77,54.81,55.7,55.7,707338
13 Nov 2017,56.9,57.15,56.3,56.76,56.76,631619
10 Nov 2017,57.02,57.35,56.55,56.74,56.74,541296
09 Nov 2017,56.85,57.53,56.69,57.17,57.17,666949
08 Nov 2017,56.96,57.92,56.41,56.81,56.81,919147
07 Nov 2017,57.27,57.69,56.83,57.2,57.2,750187
06 Nov 2017,55.97,57.61,55.66,57.35,57.35,861713
03 Nov 2017,54.73,55.76,54.4,55.64,55.64,614159
02 Nov 2017,54.28,54.84,53.99,54.54,54.54,482846
01 Nov 2017,54.65,55.22,53.89,54.3,54.3,671038
31 Oct 2017,54.08,54.85,53.93,54.38,54.38,497295
30 Oct 2017,54.16,54.46,53.75,54.15,54.15,565043
27 Oct 2017,52.8,54.2,52.25,53.9,53.9,730915
26 Oct 2017,52.19,52.86,51.91,52.64,52.64,594647
25 Oct 2017,52.56,52.57,51.89,52.18,52.18,681739
24 Oct 2017,51.89,52.62,51.55,52.47,52.47,709553
23 Oct 2017,52.07,52.3,51.68,51.9,51.9,583563
20 Oct 2017,51.42,51.73,50.7,51.47,51.47,674142
19 Oct 2017,52.05,52.17,51.07,51.29,51.29,127413
18 Oct 2017,51.94,52.33,51.69,52.04,52.04,152620
17 Oct 2017,51.93,52.25,51.21,51.88,51.88,471612
16 Oct 2017,51.43,52.37,51.35,51.87,51.87,520725
13 Oct 2017,50.73,51.72,50.7,51.45,51.45,667497
12 Oct 2017,51,51.13,50.15,50.6,50.6,729273
11 Oct 2017,50.94,51.42,50.61,51.3,51.3,651948
10 Oct 2017,49.55,51.06,49.54,50.92,50.92,664839
09 Oct 2017,49.25,49.79,49.13,49.58,49.58,505079
06 Oct 2017,50.75,50.82,49.1,49.29,49.29,743114
05 Oct 2017,49.88,51.22,49.85,50.79,50.79,654385
04 Oct 2017,50.16,50.67,49.76,49.98,49.98,598836
03 Oct 2017,50.59,50.73,50.14,50.42,50.42,462735
02 Oct 2017,51.64,51.71,50.07,50.58,50.58,600933
29 Sept 2017,51.58,51.77,51.25,51.67,51.67,551982
28 Sept 2017,52.05,52.86,51.22,51.56,51.56,801816
27 Sept 2017,52.09,52.34,51.63,52.14,52.14,637035
26 Sept 2017,52.12,52.43,51.43,51.88,51.88,709515
25 Sept 2017,50.68,52.28,50.39,52.22,52.22,701244
22 Sept 2017,50.73,50.78,50.29,50.66,50.66,473795
21 Sept 2017,50.72,50.81,50.07,50.55,50.55,580569
20 Sept 2017,49.84,50.65,49.75,50.41,50.41,754413
19 Sept 2017,49.91,50.42,49.33,49.48,49.48,143379
18 Sept 2017,49.85,50.33,49.19,49.91,49.91,189605
15 Sept 2017,49.72,50.13,49.41,49.89,49.89,433597
14 Sept 2017,49.31,50.5,49.15,49.89,49.89,709035
13 Sept 2017,48.34,49.4,48.12,49.3,49.3,706925
12 Sept 2017,48.12,48.44,47.73,48.23,48.23,676040
11 Sept 2017,47.58,48.27,47,48.07,48.07,774468
08 Sept 2017,49.09,49.26,47.27,47.48,47.48,843760
07 Sept 2017,49.14,49.33,48.63,49.09,49.09,702514
06 Sept 2017,48.59,49.42,48.52,49.16,49.16,788963
05 Sept 2017,47.28,48.98,47.15,48.66,48.66,742808
01 Sept 2017,47.08,47.35,46.56,47.29,47.29,915708
31 Aug 2017,45.95,47.47,45.58,47.23,47.23,882983
30 Aug 2017,46.31,46.72,45.84,45.96,45.96,895643
29 Aug 2017,46.86,46.96,45.76,46.44,46.44,895643
28 Aug 2017,47.89,48.2,46.15,46.57,46.57,921285
25 Aug 2017,47.62,47.91,47.39,47.87,47.87,646518
24 Aug 2017,48.36,48.43,47.06,47.43,47.43,831358
23 Aug 2017,47.64,48.5,47.53,48.41,48.41,701693
22 Aug 2017,47.45,48.03,47.2,47.64,47.64,864387
21 Aug 2017,48.72,48.75,47.03,47.37,47.37,129192
18 Aug 2017,46.93,48.74,46.78,48.51,48.51,253069
17 Aug 2017,46.8,47.19,46.46,47.09,47.09,608314
16 Aug 2017,47.72,47.99,46.67,46.78,46.78,815544
15 Aug 2017,47.49,47.9,47.02,47.55,47.55,770358
14 Aug 2017,48.79,49.16,47.43,47.59,47.59,763241
11 Aug 2017,48.52,48.98,47.98,48.82,48.82,804237
10 Aug 2017,49.68,50.22,48.35,48.59,48.59,1135440
09 Aug 2017,49,49.72,48.9,49.56,49.56,858250
08 Aug 2017,49.31,49.79,48.86,49.17,49.17,924240
07 Aug 2017,49.59,49.73,48.54,49.39,49.39,831374
04 Aug 2017,48.95,49.64,48.5,49.58,49.58,745664
03 Aug 2017,49.59,49.96,48.78,49.03,49.03,837763
02 Aug 2017,48.8,49.65,48.55,49.59,49.59,847722
01 Aug 2017,50.21,50.43,48.37,49.16,49.16,1008583
31 Jul 2017,49.85,50.41,49.18,50.17,50.17,781539
28 Jul 2017,49.17,49.81,48.86,49.71,49.71,771225
27 Jul 2017,48.7,49.24,48.25,49.04,49.04,880757
26 Jul 2017,48.51,48.87,47.86,48.75,48.75,887864
25 Jul 2017,46.46,48.66,46.38,47.89,47.89,885700
24 Jul 2017,45.62,46.53,45.4,46.34,46.34,707910
21 Jul 2017,46.91,47.21,45.54,45.77,45.77,769438
20 Jul 2017,47.09,47.55,46.66,46.79,46.79,720621
19 Jul 2017,46.25,47.26,46.14,47.12,47.12,140677
18 Jul 2017,45.99,46.92,45.81,46.4,46.4,208420
17 Jul 2017,46.68,46.88,45.89,46.02,46.02,560633
14 Jul 2017,46.08,46.74,45.8,46.54,46.54,742895
13 Jul 2017,45.44,46.28,44.99,46.08,46.08,748971
12 Jul 2017,45.74,46.48,45.11,45.49,45.49,963505
11 Jul 2017,44.58,45.81,43.83,45.04,45.04,1010691
10 Jul 2017,44.35,44.84,43.65,44.4,44.4,848570
07 Jul 2017,45.35,45.42,43.78,44.23,44.23,975914
06 Jul 2017,45.65,46.53,45.18,45.52,45.52,969676
05 Jul 2017,47.04,47.32,44.51,45.13,45.13,1173581
03 Jul 2017,46.28,47.1,45.92,47.07,47.07,517621
30 Jun 2017,44.89,46.35,44.88,46.04,46.04,677408
29 Jun 2017,44.89,45.45,44.65,44.93,44.93,768946
28 Jun 2017,43.7,44.9,43.67,44.74,44.74,753375
27 Jun 2017,43.49,44.44,43.32,44.24,44.24,759115
26 Jun 2017,43.16,43.65,42.63,43.38,43.38,661354
23 Jun 2017,42.8,43.2,42.53,43.01,43.01,690906
22 Jun 2017,42.55,43.32,42.26,42.74,42.74,668830
21 Jun 2017,43.38,44.2,42.05,42.53,42.53,1071747
20 Jun 2017,44.11,44.4,42.75,43.23,43.23,894104
19 Jun 2017,44.68,45.06,44.05,44.2,44.2,123943
16 Jun 2017,44.25,44.94,44.24,44.74,44.74,191824
15 Jun 2017,44.69,44.81,44.22,44.46,44.46,500938
14 Jun 2017,45.94,46.49,44.54,44.73,44.73,924408
13 Jun 2017,46.01,46.57,45.56,46.46,46.46,783320
12 Jun 2017,45.8,46.71,45.66,46.08,46.08,666765
09 Jun 2017,45.71,46.18,45.27,45.83,45.83,735933
08 Jun 2017,45.85,46.18,45.2,45.64,45.64,927695
07 Jun 2017,47.98,48.23,45.65,45.72,45.72,1182327
06 Jun 2017,47.4,48.4,46.94,48.19,48.19,825056
05 Jun 2017,47.71,48.42,46.86,47.4,47.4,710199
02 Jun 2017,48.04,48.19,46.74,47.66,47.66,802662
01 Jun 2017,48.63,49.17,47.9,48.36,48.36,774478
31 May 2017,49.65,49.71,47.73,48.32,48.32,779144
30 May 2017,49.93,50.28,49.03,49.66,49.66,663486
26 May 2017,48.75,49.94,48.18,49.8,49.8,763920
25 May 2017,51.25,52,48.45,48.9,48.9,1147389
24 May 2017,51.44,51.88,51.03,51.36,51.36,736341
23 May 2017,51.04,51.79,50.57,51.47,51.47,584139
22 May 2017,50.6,51.06,50.44,50.73,50.73,564310
19 May 2017,49.28,50.53,49.28,50.33,50.33,146452
18 May 2017,48.93,49.6,48.05,49.35,49.35,242754
17 May 2017,48.23,49.5,48.03,49.07,49.07,650107
16 May 2017,48.82,49.38,48.17,48.66,48.66,589212
15 May 2017,47.85,49.66,47.75,48.85,48.85,687153
12 May 2017,47.81,48.07,47.35,47.84,47.84,537490
11 May 2017,47.39,48.22,47.34,47.83,47.83,661783
10 May 2017,46.18,47.78,46.01,47.33,47.33,819796
09 May 2017,46.49,46.78,45.53,45.88,45.88,701944
08 May 2017,46.35,46.98,45.73,46.43,46.43,785055
05 May 2017,45.51,46.68,43.76,46.22,46.22,1021610
04 May 2017,47.6,47.75,45.29,45.52,45.52,943959
03 May 2017,48.12,48.23,47.3,47.82,47.82,691319
02 May 2017,48.78,49.28,47.35,47.66,47.66,702375
01 May 2017,49.17,49.32,48.59,48.84,48.84,364386
28 Apr 2017,49.27,49.76,48.8,49.33,49.33,633992
27 Apr 2017,49.22,49.43,48.2,48.97,48.97,771189
26 Apr 2017,49.36,50.2,48.94,49.62,49.62,655717
25 Apr 2017,49.22,49.83,48.87,49.56,49.56,587240
24 Apr 2017,49.68,50.22,49.03,49.23,49.23,517897
21 Apr 2017,50.71,50.93,49.2,49.62,49.62,687474
20 Apr 2017,50.63,50.97,50.18,50.27,50.27,606263
19 Apr 2017,52.36,52.65,50.09,50.44,50.44,133173
18 Apr 2017,52.75,52.85,52.1,52.41,52.41,202043
17 Apr 2017,52.97,53.21,52.55,52.65,52.65,326340
13 Apr 2017,52.85,53.39,52.82,53.18,53.18,480835
12 Apr 2017,53.4,53.76,52.71,53.11,53.11,629805
11 Apr 2017,53.13,53.45,52.7,53.4,53.4,598003
10 Apr 2017,52.31,53.18,52.29,53.08,53.08,565439
07 Apr 2017,51.7,52.94,51.49,52.24,52.24,796437
06 Apr 2017,50.8,51.82,50.77,51.7,51.7,473019
05 Apr 2017,51.18,51.88,50.74,51.15,51.15,651398
04 Apr 2017,50.24,51.3,49.88,51.03,51.03,532054
03 Apr 2017,50.69,50.83,50.12,50.24,50.24,440724
31 Mar 2017,50.32,50.85,49.9,50.6,50.6,527607
30 Mar 2017,49.6,50.47,49.27,50.35,50.35,580668
29 Mar 2017,48.47,49.63,48.38,49.51,49.51,548615
28 Mar 2017,47.89,48.74,47.8,48.37,48.37,502377
27 Mar 2017,48.12,48.28,47.08,47.73,47.73,466176
24 Mar 2017,47.67,48.2,47.54,47.97,47.97,421027
23 Mar 2017,48.15,48.48,47.58,47.7,47.7,499878
22 Mar 2017,48.16,48.32,47.01,48.04,48.04,680849
21 Mar 2017,47.93,48.73,47.23,47.34,47.34,628119
20 Mar 2017,48.7,48.74,47.84,48.22,48.22,142258
17 Mar 2017,48.79,49.2,48.6,48.78,48.78,172340
16 Mar 2017,49.01,49.62,48.45,48.75,48.75,516853
15 Mar 2017,48.76,49.04,48.16,48.86,48.86,655788
14 Mar 2017,48.45,48.79,47.09,47.72,47.72,857711
13 Mar 2017,48.45,48.68,47.9,48.4,48.4,601362
10 Mar 2017,49.61,50.11,48.31,48.49,48.49,796960
09 Mar 2017,50.22,50.84,48.59,49.28,49.28,1073506
08 Mar 2017,52.79,52.92,50.05,50.28,50.28,963392
07 Mar 2017,53.17,53.8,52.71,53.14,53.14,494677
06 Mar 2017,53.19,53.56,52.76,53.2,53.2,503692
03 Mar 2017,52.58,53.39,52.55,53.33,53.33,436360
02 Mar 2017,53.69,53.8,52.54,52.61,52.61,638390
01 Mar 2017,53.95,54.44,53.63,53.83,53.83,491289
28 Feb 2017,54.04,54.23,53.18,54.01,54.01,593909
27 Feb 2017,54.02,54.61,53.94,54.05,54.05,394380
24 Feb 2017,54.33,54.51,53.76,53.99,53.99,395258
23 Feb 2017,53.91,54.94,53.87,54.45,54.45,529880
22 Feb 2017,54.26,54.6,53.35,53.59,53.59,499480
21 Feb 2017,53.48,54.68,53.35,54.06,54.06,665310
17 Feb 2017,53.47,53.52,52.88,53.4,53.4,195352
16 Feb 2017,53.01,53.59,52.68,53.36,53.36,343363
15 Feb 2017,53,53.51,52.73,53.11,53.11,463638
14 Feb 2017,52.91,53.72,52.86,53.2,53.2,493022
13 Feb 2017,53.8,53.95,52.77,52.93,52.93,586034
10 Feb 2017,53.15,54.13,52.9,53.86,53.86,596449
09 Feb 2017,52.37,53.21,52.37,53,53,610196
08 Feb 2017,51.64,52.67,51.22,52.34,52.34,767379
